metadata.sample_id,general.dupradar_intercept,general.percent_rrna,general.library,general.unpaired_reads_examined,general.read_pairs_examined,general.secondary_or_supplementary_rds,general.unmapped_reads,general.unpaired_read_duplicates,general.read_pair_duplicates,general.read_pair_optical_duplicates,general.percent_duplication,general.estimated_library_size,general.5_3_bias,general.reads_aligned,general.raw_total_sequences,general.filtered_sequences,general.sequences,general.is_sorted,general.1st_fragments,general.last_fragments,general.reads_mapped,general.reads_mapped_and_paired,general.reads_unmapped,general.reads_properly_paired,general.reads_paired,general.reads_duplicated,general.reads_mq0,general.reads_qc_failed,general.non_primary_alignments,general.supplementary_alignments,general.total_length,general.total_first_fragment_length,general.total_last_fragment_length,general.bases_mapped,general.bases_mapped_cigar,general.bases_trimmed,general.bases_duplicated,general.mismatches,general.error_rate,general.average_length,general.average_first_fragment_length,general.average_last_fragment_length,general.maximum_length,general.maximum_first_fragment_length,general.maximum_last_fragment_length,general.average_quality,general.insert_size_average,general.insert_size_standard_deviation,general.inward_oriented_pairs,general.outward_oriented_pairs,general.pairs_with_other_orientation,general.pairs_on_different_chromosomes,general.percentage_of_properly_paired_reads_%,general.reads_mapped_percent,general.reads_mapped_and_paired_percent,general.reads_unmapped_percent,general.reads_properly_paired_percent,general.reads_paired_percent,general.reads_duplicated_percent,general.reads_mq0_percent,general.reads_qc_failed_percent,general.total_passed,general.total_failed,general.secondary_passed,general.secondary_failed,general.supplementary_passed,general.supplementary_failed,general.duplicates_passed,general.duplicates_failed,general.mapped_passed,general.mapped_failed,general.mapped_passed_pct,general.mapped_failed_pct,general.paired_in_sequencing_passed,general.paired_in_sequencing_failed,general.read1_passed,general.read1_failed,general.read2_passed,general.read2_failed,general.properly_paired_passed,general.properly_paired_failed,general.properly_paired_passed_pct,general.properly_paired_failed_pct,general.with_itself_and_mate_mapped_passed,general.with_itself_and_mate_mapped_failed,general.singletons_passed,general.singletons_failed,general.singletons_passed_pct,general.singletons_failed_pct,general.with_mate_mapped_to_a_different_chr_passed,general.with_mate_mapped_to_a_different_chr_failed,general.with_mate_mapped_to_a_different_chr_mapq__5_passed,general.with_mate_mapped_to_a_different_chr_mapq__5_failed,general.flagstat_total,general.total_reads,general.avg_input_read_length,general.uniquely_mapped,general.uniquely_mapped_percent,general.avg_mapped_read_length,general.num_splices,general.num_annotated_splices,general.num_gtag_splices,general.num_gcag_splices,general.num_atac_splices,general.num_noncanonical_splices,general.mismatch_rate,general.deletion_rate,general.deletion_length,general.insertion_rate,general.insertion_length,general.multimapped,general.multimapped_percent,general.multimapped_toomany,general.multimapped_toomany_percent,general.unmapped_mismatches_percent,general.unmapped_tooshort_percent,general.unmapped_other_percent,general.unmapped_mismatches,general.unmapped_tooshort,general.unmapped_other,general.percent_gc,general.avg_sequence_length,general.total_sequences,general.percent_duplicates,general.percent_fails,general.cutadapt_version,general.r_processed,general.r_with_adapters,general.r_written,general.bp_processed,general.quality_trimmed,general.bp_written,general.percent_trimmed,trimmed
WT_Minimal_HisMetLeuUra_Galactose_2_4320_none_2,0.0374495230650785,0.15178583636783835,Unknown Library,20716274,0,4108590,0,16742007,0,0,0.808157,,0.46,20716274,20716274,0,20716274,1,20716274,0,20716274,0,0,0,0,16742007,197609,0,4108590,0,1539028349,1539028349,0,1539028349,1535261524,0,1243386805,7205023,0.004693026,74,74,0,75,75,0,33.6,0,0,0,0,0,0,0,100,0,0,0,0,80.81572487407726,0.9538829231550037,0,24824864,0,4108590,0,0,0,16742007,0,24824864,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,24824864,21061979,74,18971293,90.07,74.12,71334,60100,60619,2795,973,6947,0.43,0.01,1.32,0.01,1.09,1744981,8.28,137233,0.65,0,0.94,0.05,0,197943,10529,40,75,21139028,65.2122326231183,18.181818181818183,3.4,21139028,7156291,21139028,1585427100,5208515,1564458454,1.3225865761976694,FALSE
WT_Minimal_HisMetLeuUra_Galactose_2_4320_none_2,0.0374495230650785,0.15178583636783835,Unknown Library,20716274,0,4108590,0,16742007,0,0,0.808157,,0.46,20716274,20716274,0,20716274,1,20716274,0,20716274,0,0,0,0,16742007,197609,0,4108590,0,1539028349,1539028349,0,1539028349,1535261524,0,1243386805,7205023,0.004693026,74,74,0,75,75,0,33.6,0,0,0,0,0,0,0,100,0,0,0,0,80.81572487407726,0.9538829231550037,0,24824864,0,4108590,0,0,0,16742007,0,24824864,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,24824864,21061979,74,18971293,90.07,74.12,71334,60100,60619,2795,973,6947,0.43,0.01,1.32,0.01,1.09,1744981,8.28,137233,0.65,0,0.94,0.05,0,197943,10529,40,73.61084805943449,21061979,62.7791700115235,18.181818181818183,3.4,21139028,7156291,21139028,1585427100,5208515,1564458454,1.3225865761976694,TRUE
YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0.0165359826558989,0.013596866069322361,Unknown Library,7748400,0,1749166,0,5967597,0,0,0.770172,,0.41,7748400,7748400,0,7748400,1,7748400,0,7748400,0,0,0,0,5967597,94143,0,1749166,0,576819393,576819393,0,576819393,576201218,0,444172446,1000726,0.001736765,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,77.01715192814001,1.2149992256465851,0,9497566,0,1749166,0,0,0,5967597,0,9497566,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,9497566,7938013,74,7030036,88.56,74.37,26699,24255,24559,639,14,1487,0.16,0.01,1.31,0,1.09,718364,9.05,88381,1.11,0,1.22,0.05,0,97246,3986,41,75,7946178,69.20435878899993,18.181818181818183,3.4,7946178,2633529,7946178,595963350,937147,590890721,0.8511645892318713,FALSE
YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0.0165359826558989,0.013596866069322361,Unknown Library,7748400,0,1749166,0,5967597,0,0,0.770172,,0.41,7748400,7748400,0,7748400,1,7748400,0,7748400,0,0,0,0,5967597,94143,0,1749166,0,576819393,576819393,0,576819393,576201218,0,444172446,1000726,0.001736765,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,77.01715192814001,1.2149992256465851,0,9497566,0,1749166,0,0,0,5967597,0,9497566,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,9497566,7938013,74,7030036,88.56,74.37,26699,24255,24559,639,14,1487,0.16,0.01,1.31,0,1.09,718364,9.05,88381,1.11,0,1.22,0.05,0,97246,3986,41,73.74363282095909,7938013,67.53715812990693,18.181818181818183,3.4,7946178,2633529,7946178,595963350,937147,590890721,0.8511645892318713,TRUE
YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,0.0110072398819567,0.02904161534051237,Unknown Library,5807253,0,1639658,0,4087192,0,0,0.703808,,0.43,5807253,5807253,0,5807253,1,5807253,0,5807253,0,0,0,0,4087192,87096,0,1639658,0,431451770,431451770,0,431451770,430491368,0,303545987,1900834,0.004415499,74,74,0,75,75,0,33.7,0,0,0,0,0,0,0,100,0,0,0,0,70.38081516338276,1.4997796720755925,0,7446911,0,1639658,0,0,0,4087192,0,7446911,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,7446911,5954457,74,5152032,86.52,74.14,44719,41666,42824,589,33,1273,0.41,0.01,1.37,0,1.08,655221,11,79718,1.34,0,1.06,0.08,0,62750,4736,41,75,5978718,54.88424994863182,18.181818181818183,3.4,5978718,2030940,5978718,448403850,1411093,442308690,1.3593014422155385,FALSE
YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,0.0110072398819567,0.02904161534051237,Unknown Library,5807253,0,1639658,0,4087192,0,0,0.703808,,0.43,5807253,5807253,0,5807253,1,5807253,0,5807253,0,0,0,0,4087192,87096,0,1639658,0,431451770,431451770,0,431451770,430491368,0,303545987,1900834,0.004415499,74,74,0,75,75,0,33.7,0,0,0,0,0,0,0,100,0,0,0,0,70.38081516338276,1.4997796720755925,0,7446911,0,1639658,0,0,0,4087192,0,7446911,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,7446911,5954457,74,5152032,86.52,74.14,44719,41666,42824,589,33,1273,0.41,0.01,1.37,0,1.08,655221,11,79718,1.34,0,1.06,0.08,0,62750,4736,41,73.61136808948322,5954457,52.708058548294396,18.181818181818183,3.4,5978718,2030940,5978718,448403850,1411093,442308690,1.3593014422155385,TRUE
WT_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0.00616072458342955,0.021759996327103917,Unknown Library,5448883,0,1069866,0,4060332,0,0,0.745168,,0.46,5448883,5448883,0,5448883,1,5448883,0,5448883,0,0,0,0,4060332,28966,0,1069866,0,269641863,269641863,0,269641863,269104157,0,200891759,392217,0.001457491,49,49,0,50,50,0,38,0,0,0,0,0,0,0,100,0,0,0,0,74.51677710826237,0.5315951911611976,0,6518749,0,1069866,0,0,0,4060332,0,6518749,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,6518749,5509325,49,4738094,86,49.39,34381,32888,33381,120,36,844,0.13,0,1.38,0,1.05,710789,12.9,30445,0.55,0,0.44,0.1,0,24442,5555,41,50,5521628,68.12216510243817,18.181818181818183,3.4,5521628,1920280,5521628,276081400,275396,272621183,1.253332169425394,FALSE
WT_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0.00616072458342955,0.021759996327103917,Unknown Library,5448883,0,1069866,0,4060332,0,0,0.745168,,0.46,5448883,5448883,0,5448883,1,5448883,0,5448883,0,0,0,0,4060332,28966,0,1069866,0,269641863,269641863,0,269641863,269104157,0,200891759,392217,0.001457491,49,49,0,50,50,0,38,0,0,0,0,0,0,0,100,0,0,0,0,74.51677710826237,0.5315951911611976,0,6518749,0,1069866,0,0,0,4060332,0,6518749,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,6518749,5509325,49,4738094,86,49.39,34381,32888,33381,120,36,844,0.13,0,1.38,0,1.05,710789,12.9,30445,0.55,0,0.44,0.1,0,24442,5555,41,49.48309239335127,5509325,67.48744852177157,18.181818181818183,3.4,5521628,1920280,5521628,276081400,275396,272621183,1.253332169425394,TRUE
YDR477W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,0.0187247619072726,0.0060396935984128415,Unknown Library,8139957,0,2369788,0,6011745,0,0,0.738548,,0.42,8139957,8139957,0,8139957,1,8139957,0,8139957,0,0,0,0,6011745,148101,0,2369788,0,606043727,606043727,0,606043727,604864656,0,447512717,659105,0.001089674,74,74,0,75,75,0,35.2,0,0,0,0,0,0,0,100,0,0,0,0,73.85475132116791,1.8194322156738667,0,10509745,0,2369788,0,0,0,6011745,0,10509745,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,10509745,8336845,74,7393913,88.69,74.33,47637,44086,45293,342,54,1948,0.09,0.01,1.36,0,1.08,746044,8.95,115708,1.39,0,0.82,0.16,0,67926,13254,40,75,8338563,67.83331986628215,18.181818181818183,3.4,8338563,2822000,8338563,625392225,865429,620551496,0.7740308891751893,FALSE
YDR477W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,0.0187247619072726,0.0060396935984128415,Unknown Library,8139957,0,2369788,0,6011745,0,0,0.738548,,0.42,8139957,8139957,0,8139957,1,8139957,0,8139957,0,0,0,0,6011745,148101,0,2369788,0,606043727,606043727,0,606043727,604864656,0,447512717,659105,0.001089674,74,74,0,75,75,0,35.2,0,0,0,0,0,0,0,100,0,0,0,0,73.85475132116791,1.8194322156738667,0,10509745,0,2369788,0,0,0,6011745,0,10509745,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,10509745,8336845,74,7393913,88.69,74.33,47637,44086,45293,342,54,1948,0.09,0.01,1.36,0,1.08,746044,8.95,115708,1.39,0,0.82,0.16,0,67926,13254,40,73.72945904595804,8336845,66.92107372094914,18.181818181818183,3.4,8338563,2822000,8338563,625392225,865429,620551496,0.7740308891751893,TRUE
YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0.00934958814914347,0.025718219360102025,Unknown Library,6999158,0,1521967,0,5506674,0,0,0.786762,,0.26,6999158,6999158,0,6999158,1,6999158,0,6999158,0,0,0,0,5506674,60474,0,1521967,0,521315856,521315856,0,521315856,520289335,0,410113064,642255,0.001234419,74,74,0,75,75,0,35.1,0,0,0,0,0,0,0,100,0,0,0,0,78.67623505570242,0.8640182147624043,0,8521125,0,1521967,0,0,0,5506674,0,8521125,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8521125,7109206,74,6165553,86.73,74.35,48259,46094,46514,362,32,1351,0.11,0.01,1.46,0,1.07,833605,11.73,49057,0.69,0,0.78,0.08,0,55317,5674,41,75,7138704,70.90547884020657,18.181818181818183,3.4,7138704,2372541,7138704,535402800,708111,529413504,1.1186523492219316,FALSE
YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,0.00934958814914347,0.025718219360102025,Unknown Library,6999158,0,1521967,0,5506674,0,0,0.786762,,0.26,6999158,6999158,0,6999158,1,6999158,0,6999158,0,0,0,0,5506674,60474,0,1521967,0,521315856,521315856,0,521315856,520289335,0,410113064,642255,0.001234419,74,74,0,75,75,0,35.1,0,0,0,0,0,0,0,100,0,0,0,0,78.67623505570242,0.8640182147624043,0,8521125,0,1521967,0,0,0,5506674,0,8521125,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8521125,7109206,74,6165553,86.73,74.35,48259,46094,46514,362,32,1351,0.11,0.01,1.46,0,1.07,833605,11.73,49057,0.69,0,0.78,0.08,0,55317,5674,41,73.7587221414037,7109206,69.86056376987207,18.181818181818183,3.4,7138704,2372541,7138704,535402800,708111,529413504,1.1186523492219316,TRUE
YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0.0109906259346616,0.21502964122821244,Unknown Library,4712638,0,1732559,0,3015971,0,0,0.639975,,0.38,4712638,4712638,0,4712638,1,4712638,0,4712638,0,0,0,0,3015971,95939,0,1732559,0,349670393,349670393,0,349670393,348702984,0,223636294,2213290,0.006347207,74,74,0,75,75,0,33.1,0,0,0,0,0,0,0,100,0,0,0,0,63.997510523829746,2.035781233355925,0,6445197,0,1732559,0,0,0,3015971,0,6445197,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,6445197,4876351,74,4070555,83.48,74.01,25907,22730,24066,112,103,1626,0.59,0.02,1.38,0.01,1.09,642083,13.17,89207,1.83,0,1.41,0.12,0,68662,5844,40,75,4914178,44.43560927621956,9.090909090909092,3.4,4914178,1694972,4914178,368563350,1644030,361727824,1.8546407286562812,FALSE
YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,0.0109906259346616,0.21502964122821244,Unknown Library,4712638,0,1732559,0,3015971,0,0,0.639975,,0.38,4712638,4712638,0,4712638,1,4712638,0,4712638,0,0,0,0,3015971,95939,0,1732559,0,349670393,349670393,0,349670393,348702984,0,223636294,2213290,0.006347207,74,74,0,75,75,0,33.1,0,0,0,0,0,0,0,100,0,0,0,0,63.997510523829746,2.035781233355925,0,6445197,0,1732559,0,0,0,3015971,0,6445197,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,6445197,4876351,74,4070555,83.48,74.01,25907,22730,24066,112,103,1626,0.59,0.02,1.38,0.01,1.09,642083,13.17,89207,1.83,0,1.41,0.12,0,68662,5844,40,73.52432792471255,4876351,42.23956055484067,9.090909090909092,3.4,4914178,1694972,4914178,368563350,1644030,361727824,1.8546407286562812,TRUE
WT_YPD_none_Glucose_2_1440_none_27,0.11280310680059,0.186742674827623,Unknown Library,9532368,0,2056976,0,8296568,0,0,0.870358,,0.23,9532368,9532368,0,9532368,1,9532368,0,9532368,0,0,0,0,8296568,101758,0,2056976,0,709150250,709150250,0,709150250,707539075,0,617155953,1673399,0.002365098,74,74,0,75,75,0,34.2,0,0,0,0,0,0,0,100,0,0,0,0,87.03575019344616,1.067499702067734,0,11589344,0,2056976,0,0,0,8296568,0,11589344,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11589344,9660915,74,8700182,90.06,74.23,57691,53885,53380,1213,232,2866,0.22,0.01,1.38,0.01,1.11,832186,8.61,45797,0.47,0,0.61,0.25,0,58695,24055,39,75,9674452,76.1607686615925,27.27272727272727,3.4,9674452,3324369,9674452,725583900,1686595,718564078,0.967472128309352,FALSE
WT_YPD_none_Glucose_2_1440_none_27,0.11280310680059,0.186742674827623,Unknown Library,9532368,0,2056976,0,8296568,0,0,0.870358,,0.23,9532368,9532368,0,9532368,1,9532368,0,9532368,0,0,0,0,8296568,101758,0,2056976,0,709150250,709150250,0,709150250,707539075,0,617155953,1673399,0.002365098,74,74,0,75,75,0,34.2,0,0,0,0,0,0,0,100,0,0,0,0,87.03575019344616,1.067499702067734,0,11589344,0,2056976,0,0,0,8296568,0,11589344,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11589344,9660915,74,8700182,90.06,74.23,57691,53885,53380,1213,232,2866,0.22,0.01,1.38,0.01,1.11,832186,8.61,45797,0.47,0,0.61,0.25,0,58695,24055,39,73.70623341577894,9660915,74.49706249519157,27.27272727272727,3.4,9674452,3324369,9674452,725583900,1686595,718564078,0.967472128309352,TRUE
WT_Minimal_HisMetLeuUra_Glucose_2_90_none_7,0.00481655281839304,0.007277947068469876,Unknown Library,9128462,0,2010694,0,6781032,0,0,0.742845,,0.53,9128462,9128462,0,9128462,1,9128462,0,9128462,0,0,0,0,6781032,86705,0,2010694,0,451838634,451838634,0,451838634,450896044,0,335600328,467623,0.001037097,49,49,0,50,50,0,38.5,0,0,0,0,0,0,0,100,0,0,0,0,74.28449611774688,0.94983141738444,0,11139156,0,2010694,0,0,0,6781032,0,11139156,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11139156,9284321,49,8133182,87.6,49.4,50064,47742,48812,190,26,1036,0.09,0.01,1.35,0,1.05,995280,10.72,106651,1.15,0,0.38,0.15,0,35281,13927,41,50,9324976,69.84492834180492,18.181818181818183,3.4,9324976,3243017,9324976,466248800,588101,459426696,1.463189610353957,FALSE
WT_Minimal_HisMetLeuUra_Glucose_2_90_none_7,0.00481655281839304,0.007277947068469876,Unknown Library,9128462,0,2010694,0,6781032,0,0,0.742845,,0.53,9128462,9128462,0,9128462,1,9128462,0,9128462,0,0,0,0,6781032,86705,0,2010694,0,451838634,451838634,0,451838634,450896044,0,335600328,467623,0.001037097,49,49,0,50,50,0,38.5,0,0,0,0,0,0,0,100,0,0,0,0,74.28449611774688,0.94983141738444,0,11139156,0,2010694,0,0,0,6781032,0,11139156,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11139156,9284321,49,8133182,87.6,49.4,50064,47742,48812,190,26,1036,0.09,0.01,1.35,0,1.05,995280,10.72,106651,1.15,0,0.38,0.15,0,35281,13927,41,49.48351473414157,9284321,69.46839137576919,18.181818181818183,3.4,9324976,3243017,9324976,466248800,588101,459426696,1.463189610353957,TRUE
YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_1,0.0123825581084442,0.010412502178798492,Unknown Library,6800068,0,1427665,0,5226738,0,0,0.76863,,0.28,6800068,6800068,0,6800068,1,6800068,0,6800068,0,0,0,0,5226738,72867,0,1427665,0,506141214,506141214,0,506141214,505410825,0,388959062,980303,0.001939616,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,76.86302548739219,1.0715628137836268,0,8227733,0,1427665,0,0,0,5226738,0,8227733,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8227733,6919668,74,6183090,89.36,74.34,35772,33503,34515,106,20,1131,0.18,0.01,1.37,0,1.07,616978,8.92,65603,0.95,0,0.68,0.11,0,46478,7519,40,75,6924016,67.69937601515286,18.181818181818183,3.4,6924016,2267140,6924016,519301200,1074985,514860903,0.8550523280131068,FALSE
YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_60_none_1,0.0123825581084442,0.010412502178798492,Unknown Library,6800068,0,1427665,0,5226738,0,0,0.76863,,0.28,6800068,6800068,0,6800068,1,6800068,0,6800068,0,0,0,0,5226738,72867,0,1427665,0,506141214,506141214,0,506141214,505410825,0,388959062,980303,0.001939616,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,76.86302548739219,1.0715628137836268,0,8227733,0,1427665,0,0,0,5226738,0,8227733,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8227733,6919668,74,6183090,89.36,74.34,35772,33503,34515,106,20,1131,0.18,0.01,1.37,0,1.07,616978,8.92,65603,0.95,0,0.68,0.11,0,46478,7519,41,73.70894152725246,6919668,66.07705947673003,18.181818181818183,3.4,6924016,2267140,6924016,519301200,1074985,514860903,0.8550523280131068,TRUE
YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_60_1NMPP7_1,0.0516808475766506,0.010075156205465074,Unknown Library,12159005,0,1293825,0,10898381,0,0,0.896322,,0.37,12159005,12159005,0,12159005,1,12159005,0,12159005,0,0,0,0,10898381,27002,0,1293825,0,904543724,904543724,0,904543724,903179964,0,810705369,2022125,0.002238895,74,74,0,75,75,0,34.3,0,0,0,0,0,0,0,100,0,0,0,0,89.63217796193027,0.22207409241134451,0,13452830,0,1293825,0,0,0,10898381,0,13452830,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,13452830,12246373,74,11188514,91.36,74.28,145497,142655,142549,1413,206,1329,0.2,0.01,1.74,0,1.1,970491,7.92,16493,0.13,0,0.54,0.03,0,67145,3730,40,75,12281023,79.95941488105194,27.27272727272727,3.4,12281023,4185050,12281023,921076725,1936234,910935971,1.1009673488383935,FALSE
YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_60_1NMPP7_1,0.0516808475766506,0.010075156205465074,Unknown Library,12159005,0,1293825,0,10898381,0,0,0.896322,,0.37,12159005,12159005,0,12159005,1,12159005,0,12159005,0,0,0,0,10898381,27002,0,1293825,0,904543724,904543724,0,904543724,903179964,0,810705369,2022125,0.002238895,74,74,0,75,75,0,34.3,0,0,0,0,0,0,0,100,0,0,0,0,89.63217796193027,0.22207409241134451,0,13452830,0,1293825,0,0,0,10898381,0,13452830,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,13452830,12246373,74,11188514,91.36,74.28,145497,142655,142549,1413,206,1329,0.2,0.01,1.74,0,1.1,970491,7.92,16493,0.13,0,0.54,0.03,0,67145,3730,40,73.70423879788734,12246373,78.67994766701044,27.27272727272727,3.4,12281023,4185050,12281023,921076725,1936234,910935971,1.1009673488383935,TRUE
YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0.117567431739355,0.005064168986369136,Unknown Library,9532168,0,3159612,0,7585346,0,0,0.795763,,0.37,9532168,9532168,0,9532168,1,9532168,0,9532168,0,0,0,0,7585346,216901,0,3159612,0,709395327,709395327,0,709395327,708494808,0,564420087,969173,0.001367932,74,74,0,75,75,0,34.9,0,0,0,0,0,0,0,100,0,0,0,0,79.5762936616308,2.275463462246994,0,12691780,0,3159612,0,0,0,7585346,0,12691780,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,12691780,9903977,74,8743528,88.28,74.33,30772,27761,28776,178,28,1790,0.12,0.01,1.34,0.01,1.1,788640,7.96,235703,2.38,0,1.21,0.16,0,120210,15896,40,75,9923280,73.1145923399027,18.181818181818183,3.4,9923280,3353989,9923280,744246000,1091817,737017085,0.9713072021885236,FALSE
YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,0.117567431739355,0.005064168986369136,Unknown Library,9532168,0,3159612,0,7585346,0,0,0.795763,,0.37,9532168,9532168,0,9532168,1,9532168,0,9532168,0,0,0,0,7585346,216901,0,3159612,0,709395327,709395327,0,709395327,708494808,0,564420087,969173,0.001367932,74,74,0,75,75,0,34.9,0,0,0,0,0,0,0,100,0,0,0,0,79.5762936616308,2.275463462246994,0,12691780,0,3159612,0,0,0,7585346,0,12691780,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,12691780,9903977,74,8743528,88.28,74.33,30772,27761,28776,178,28,1790,0.12,0.01,1.34,0.01,1.1,788640,7.96,235703,2.38,0,1.21,0.16,0,120210,15896,40,73.72173743941448,9903977,71.4799335280137,18.181818181818183,3.4,9923280,3353989,9923280,744246000,1091817,737017085,0.9713072021885236,TRUE
WT_Minimal_HisMetLeuUra_Glucose_2_30_none_1,0.00684946382452674,0.0169459721456504,Unknown Library,8200543,0,1599429,0,6403720,0,0,0.78089,,0.44,8200543,8200543,0,8200543,1,8200543,0,8200543,0,0,0,0,6403720,52565,0,1599429,0,405880609,405880609,0,405880609,405091565,0,316901890,587957,0.001451418,49,49,0,50,50,0,38,0,0,0,0,0,0,0,100,0,0,0,0,78.0889753276094,0.6409941390466461,0,9799972,0,1599429,0,0,0,6403720,0,9799972,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,9799972,8307265,49,7226273,86.99,49.4,45772,43772,44482,280,46,964,0.13,0,1.36,0,1.06,974270,11.73,62903,0.76,0,0.42,0.11,0,34724,9095,41,50,8345559,72.47104472793497,18.181818181818183,3.4,8345559,2899403,8345559,417277950,448067,411109097,1.4783558536941623,FALSE
WT_Minimal_HisMetLeuUra_Glucose_2_30_none_1,0.00684946382452674,0.0169459721456504,Unknown Library,8200543,0,1599429,0,6403720,0,0,0.78089,,0.44,8200543,8200543,0,8200543,1,8200543,0,8200543,0,0,0,0,6403720,52565,0,1599429,0,405880609,405880609,0,405880609,405091565,0,316901890,587957,0.001451418,49,49,0,50,50,0,38,0,0,0,0,0,0,0,100,0,0,0,0,78.0889753276094,0.6409941390466461,0,9799972,0,1599429,0,0,0,6403720,0,9799972,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,9799972,8307265,49,7226273,86.99,49.4,45772,43772,44482,280,46,964,0.13,0,1.36,0,1.06,974270,11.73,62903,0.76,0,0.42,0.11,0,34724,9095,42,49.487417218543044,8307265,71.82399791719516,18.181818181818183,3.4,8345559,2899403,8345559,417277950,448067,411109097,1.4783558536941623,TRUE
