metadata.sample_id,general.dupradar_intercept,general.percent_rrna,general.library,general.unpaired_reads_examined,general.read_pairs_examined,general.secondary_or_supplementary_rds,general.unmapped_reads,general.unpaired_read_duplicates,general.read_pair_duplicates,general.read_pair_optical_duplicates,general.percent_duplication,general.estimated_library_size,general.5_3_bias,general.reads_aligned,general.raw_total_sequences,general.filtered_sequences,general.sequences,general.is_sorted,general.1st_fragments,general.last_fragments,general.reads_mapped,general.reads_mapped_and_paired,general.reads_unmapped,general.reads_properly_paired,general.reads_paired,general.reads_duplicated,general.reads_mq0,general.reads_qc_failed,general.non_primary_alignments,general.supplementary_alignments,general.total_length,general.total_first_fragment_length,general.total_last_fragment_length,general.bases_mapped,general.bases_mapped_cigar,general.bases_trimmed,general.bases_duplicated,general.mismatches,general.error_rate,general.average_length,general.average_first_fragment_length,general.average_last_fragment_length,general.maximum_length,general.maximum_first_fragment_length,general.maximum_last_fragment_length,general.average_quality,general.insert_size_average,general.insert_size_standard_deviation,general.inward_oriented_pairs,general.outward_oriented_pairs,general.pairs_with_other_orientation,general.pairs_on_different_chromosomes,general.percentage_of_properly_paired_reads_%,general.reads_mapped_percent,general.reads_mapped_and_paired_percent,general.reads_unmapped_percent,general.reads_properly_paired_percent,general.reads_paired_percent,general.reads_duplicated_percent,general.reads_mq0_percent,general.reads_qc_failed_percent,general.total_passed,general.total_failed,general.secondary_passed,general.secondary_failed,general.supplementary_passed,general.supplementary_failed,general.duplicates_passed,general.duplicates_failed,general.mapped_passed,general.mapped_failed,general.mapped_passed_pct,general.mapped_failed_pct,general.paired_in_sequencing_passed,general.paired_in_sequencing_failed,general.read1_passed,general.read1_failed,general.read2_passed,general.read2_failed,general.properly_paired_passed,general.properly_paired_failed,general.properly_paired_passed_pct,general.properly_paired_failed_pct,general.with_itself_and_mate_mapped_passed,general.with_itself_and_mate_mapped_failed,general.singletons_passed,general.singletons_failed,general.singletons_passed_pct,general.singletons_failed_pct,general.with_mate_mapped_to_a_different_chr_passed,general.with_mate_mapped_to_a_different_chr_failed,general.with_mate_mapped_to_a_different_chr_mapq__5_passed,general.with_mate_mapped_to_a_different_chr_mapq__5_failed,general.flagstat_total,general.total_reads,general.avg_input_read_length,general.uniquely_mapped,general.uniquely_mapped_percent,general.avg_mapped_read_length,general.num_splices,general.num_annotated_splices,general.num_gtag_splices,general.num_gcag_splices,general.num_atac_splices,general.num_noncanonical_splices,general.mismatch_rate,general.deletion_rate,general.deletion_length,general.insertion_rate,general.insertion_length,general.multimapped,general.multimapped_percent,general.multimapped_toomany,general.multimapped_toomany_percent,general.unmapped_mismatches_percent,general.unmapped_tooshort_percent,general.unmapped_other_percent,general.unmapped_mismatches,general.unmapped_tooshort,general.unmapped_other,general.percent_gc,general.avg_sequence_length,general.total_sequences,general.percent_duplicates,general.percent_fails,general.cutadapt_version,general.r_processed,general.r_with_adapters,general.r_written,general.bp_processed,general.quality_trimmed,general.bp_written,general.percent_trimmed,trimmed
YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_180_none_4,0.0277820070252465,4.2219151169892674e-5,Unknown Library,8540893,0,1668721,0,6838938,0,0,0.800729,,0.3,8540893,8540893,0,8540893,1,8540893,0,8540893,0,0,0,0,6838938,88636,0,1668721,0,635345708,635345708,0,635345708,634273517,0,508594753,1132066,0.001784823,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,80.07286825862354,1.037783753993874,0,10209614,0,1668721,0,0,0,6838938,0,10209614,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,10209614,8772369,74,7829306,89.25,74.3,45489,41884,43355,249,70,1815,0.16,0.01,1.35,0,1.08,711587,8.11,90178,1.03,0,1.47,0.14,0,129011,12287,40,75,8788401,71.7419278223011,18.181818181818183,3.4,8788401,2924083,8788401,659130075,2000646,652072866,1.0706853271715753,FALSE
YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_2_180_none_4,0.0277820070252465,4.2219151169892674e-5,Unknown Library,8540893,0,1668721,0,6838938,0,0,0.800729,,0.3,8540893,8540893,0,8540893,1,8540893,0,8540893,0,0,0,0,6838938,88636,0,1668721,0,635345708,635345708,0,635345708,634273517,0,508594753,1132066,0.001784823,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,80.07286825862354,1.037783753993874,0,10209614,0,1668721,0,0,0,6838938,0,10209614,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,10209614,8772369,74,7829306,89.25,74.3,45489,41884,43355,249,70,1815,0.16,0.01,1.35,0,1.08,711587,8.11,90178,1.03,0,1.47,0.14,0,129011,12287,40,73.65114828161013,8772369,70.2047090489618,27.27272727272727,3.4,8788401,2924083,8788401,659130075,2000646,652072866,1.0706853271715753,TRUE
YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_6,0.0115943521427836,0.05793429258526492,Unknown Library,3033401,0,924952,0,1889033,0,0,0.622744,,0.24,3033401,3033401,0,3033401,1,3033401,0,3033401,0,0,0,0,1889033,56798,0,924952,0,225500279,225500279,0,225500279,224941095,0,140347932,1432281,0.006367361,74,74,0,75,75,0,33.5,0,0,0,0,0,0,0,100,0,0,0,0,62.27442398812422,1.8724197690974584,0,3958353,0,924952,0,0,0,1889033,0,3958353,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,3958353,3124481,74,2735580,87.55,74.17,13459,11614,12537,160,47,715,0.61,0.01,1.39,0,1.07,297821,9.53,49408,1.58,0,1.23,0.1,0,38539,3133,40,75,3125901,44.379223617389925,9.090909090909092,3.4,3125901,1043860,3125901,234442575,718099,232200987,0.9561352070970898,FALSE
YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_6,0.0115943521427836,0.05793429258526492,Unknown Library,3033401,0,924952,0,1889033,0,0,0.622744,,0.24,3033401,3033401,0,3033401,1,3033401,0,3033401,0,0,0,0,1889033,56798,0,924952,0,225500279,225500279,0,225500279,224941095,0,140347932,1432281,0.006367361,74,74,0,75,75,0,33.5,0,0,0,0,0,0,0,100,0,0,0,0,62.27442398812422,1.8724197690974584,0,3958353,0,924952,0,0,0,1889033,0,3958353,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,3958353,3124481,74,2735580,87.55,74.17,13459,11614,12537,160,47,715,0.61,0.01,1.39,0,1.07,297821,9.53,49408,1.58,0,1.23,0.1,0,38539,3133,41,73.64412649652854,3124481,42.26747361721387,9.090909090909092,3.4,3125901,1043860,3125901,234442575,718099,232200987,0.9561352070970898,TRUE
WT_YPD_none_Glucose_2_1440_none_29,0.139470219395453,0.04036147260019884,Unknown Library,15110853,0,2377000,0,13751895,0,0,0.910067,,0.18,15110853,15110853,0,15110853,1,15110853,0,15110853,0,0,0,0,13751895,121509,0,2377000,0,1124154968,1124154968,0,1124154968,1121926844,0,1022988949,2553045,0.00227559,74,74,0,75,75,0,34.3,0,0,0,0,0,0,0,100,0,0,0,0,91.00674197545301,0.804117411505492,0,17487853,0,2377000,0,0,0,13751895,0,17487853,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,17487853,15289055,74,14167374,92.66,74.25,98093,92192,92434,512,814,4333,0.21,0.01,1.39,0,1.1,943479,6.17,59728,0.39,0,0.56,0.22,0,85058,33416,39,75,15307784,81.1659448005266,27.27272727272727,3.4,15307784,5307587,15307784,1148083800,2510680,1137230371,0.945351637223694,FALSE
WT_YPD_none_Glucose_2_1440_none_29,0.139470219395453,0.04036147260019884,Unknown Library,15110853,0,2377000,0,13751895,0,0,0.910067,,0.18,15110853,15110853,0,15110853,1,15110853,0,15110853,0,0,0,0,13751895,121509,0,2377000,0,1124154968,1124154968,0,1124154968,1121926844,0,1022988949,2553045,0.00227559,74,74,0,75,75,0,34.3,0,0,0,0,0,0,0,100,0,0,0,0,91.00674197545301,0.804117411505492,0,17487853,0,2377000,0,0,0,13751895,0,17487853,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,17487853,15289055,74,14167374,92.66,74.25,98093,92192,92434,512,814,4333,0.21,0.01,1.39,0,1.1,943479,6.17,59728,0.39,0,0.56,0.22,0,85058,33416,39,73.70913898864252,15289055,79.80938522375381,18.181818181818183,3.4,15307784,5307587,15307784,1148083800,2510680,1137230371,0.945351637223694,TRUE
YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_30_1NMPP7_3,0.0167056778856234,1.0036868341391696,Unknown Library,8945437,0,2469969,0,7702261,0,0,0.861027,,0.41,8945437,8945437,0,8945437,1,8945437,0,8945437,0,0,0,0,7702261,28654,0,2469969,0,666113296,666113296,0,666113296,665020788,0,573519650,887574,0.001334656,74,74,0,75,75,0,35,0,0,0,0,0,0,0,100,0,0,0,0,86.10268005911841,0.3203197339604538,0,11415406,0,2469969,0,0,0,7702261,0,11415406,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11415406,9042110,74,6870879,75.99,74.32,65960,61688,56851,130,1524,7455,0.12,0.01,1.54,0,1.08,2074558,22.94,27649,0.31,0,0.74,0.03,0,66335,2689,42,75,9048345,78.84707331017026,27.27272727272727,3.4,9048345,3005120,9048345,678625875,871734,673255262,0.7913952588383106,FALSE
YKL166C_YPL203W_Minimal_HisMetLeuUra_Glucose_2_30_1NMPP7_3,0.0167056778856234,1.0036868341391696,Unknown Library,8945437,0,2469969,0,7702261,0,0,0.861027,,0.41,8945437,8945437,0,8945437,1,8945437,0,8945437,0,0,0,0,7702261,28654,0,2469969,0,666113296,666113296,0,666113296,665020788,0,573519650,887574,0.001334656,74,74,0,75,75,0,35,0,0,0,0,0,0,0,100,0,0,0,0,86.10268005911841,0.3203197339604538,0,11415406,0,2469969,0,0,0,7702261,0,11415406,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11415406,9042110,74,6870879,75.99,74.32,65960,61688,56851,130,1524,7455,0.12,0.01,1.54,0,1.08,2074558,22.94,27649,0.31,0,0.74,0.03,0,66335,2689,42,73.75892020778336,9042110,77.89126089525887,27.27272727272727,3.4,9048345,3005120,9048345,678625875,871734,673255262,0.7913952588383106,TRUE
WT_Minimal_HisMetLeuUra_Galactose_2_60_none_2,0.027500700621274,0.00479359706379319,Unknown Library,10366577,0,1469035,0,7929202,0,0,0.764881,,0.26,10366577,10366577,0,10366577,1,10366577,0,10366577,0,0,0,0,7929202,86032,0,1469035,0,771816520,771816520,0,771816520,770591036,0,590238013,1168833,0.001516801,74,74,0,75,75,0,34.8,0,0,0,0,0,0,0,100,0,0,0,0,76.488140685204,0.8298978534573178,0,11835612,0,1469035,0,0,0,7929202,0,11835612,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11835612,10510197,74,9870604,93.91,74.34,22248,19828,20211,222,40,1775,0.14,0.01,1.33,0,1.09,495973,4.72,47533,0.45,0,0.89,0.03,0,92954,3133,40,75,10516817,68.56604320624074,18.181818181818183,3.4,10516817,3487932,10516817,788761275,1203339,782444215,0.8008836387156557,FALSE
WT_Minimal_HisMetLeuUra_Galactose_2_60_none_2,0.027500700621274,0.00479359706379319,Unknown Library,10366577,0,1469035,0,7929202,0,0,0.764881,,0.26,10366577,10366577,0,10366577,1,10366577,0,10366577,0,0,0,0,7929202,86032,0,1469035,0,771816520,771816520,0,771816520,770591036,0,590238013,1168833,0.001516801,74,74,0,75,75,0,34.8,0,0,0,0,0,0,0,100,0,0,0,0,76.488140685204,0.8298978534573178,0,11835612,0,1469035,0,0,0,7929202,0,11835612,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11835612,10510197,74,9870604,93.91,74.34,22248,19828,20211,222,40,1775,0.14,0.01,1.33,0,1.09,495973,4.72,47533,0.45,0,0.89,0.03,0,92954,3133,40,73.75672901278635,10510197,66.96024822852132,18.181818181818183,3.4,10516817,3487932,10516817,788761275,1203339,782444215,0.8008836387156557,TRUE
WT_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0.00676705877262672,0.06935646509686633,Unknown Library,6577606,0,2102672,0,5167544,0,0,0.785627,,0.35,6577606,6577606,0,6577606,1,6577606,0,6577606,0,0,0,0,5167544,38959,0,2102672,0,325547149,325547149,0,325547149,324959667,0,255723017,465656,0.001432966,49,49,0,50,50,0,38,0,0,0,0,0,0,0,100,0,0,0,0,78.56268678908405,0.5922975623653955,0,8680278,0,2102672,0,0,0,5167544,0,8680278,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8680278,6656839,49,5047446,75.82,49.4,30098,28215,28574,180,87,1257,0.13,0,1.38,0,1.05,1530160,22.99,48895,0.73,0,0.36,0.09,0,24270,6068,42,50,6685610,72.83417082364802,18.181818181818183,3.4,6685610,2332308,6685610,334280500,325945,329456259,1.4431715281028956,FALSE
WT_Minimal_HisMetLeuUra_Glucose_2_90_none_3,0.00676705877262672,0.06935646509686633,Unknown Library,6577606,0,2102672,0,5167544,0,0,0.785627,,0.35,6577606,6577606,0,6577606,1,6577606,0,6577606,0,0,0,0,5167544,38959,0,2102672,0,325547149,325547149,0,325547149,324959667,0,255723017,465656,0.001432966,49,49,0,50,50,0,38,0,0,0,0,0,0,0,100,0,0,0,0,78.56268678908405,0.5922975623653955,0,8680278,0,2102672,0,0,0,5167544,0,8680278,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8680278,6656839,49,5047446,75.82,49.4,30098,28215,28574,180,87,1257,0.13,0,1.38,0,1.05,1530160,22.99,48895,0.73,0,0.36,0.09,0,24270,6068,42,49.49100406364042,6656839,72.16061083550186,18.181818181818183,3.4,6685610,2332308,6685610,334280500,325945,329456259,1.4431715281028956,TRUE
YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0.0135940020146719,0.017944726734544884,Unknown Library,4337246,0,1540161,0,3035713,0,0,0.699917,,0.13,4337246,4337246,0,4337246,1,4337246,0,4337246,0,0,0,0,3035713,108875,0,1540161,0,322206417,322206417,0,322206417,321301128,0,225374682,2113193,0.006576986,74,74,0,75,75,0,33.5,0,0,0,0,0,0,0,100,0,0,0,0,69.99171824701665,2.510233452287465,0,5877407,0,1540161,0,0,0,3035713,0,5877407,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,5877407,4488169,74,3980048,88.68,74.15,24644,20877,22826,379,44,1395,0.63,0.01,1.4,0,1.07,357198,7.96,70400,1.57,0,1.41,0.38,0,63429,17094,39,75,4490717,50.7751791658357,18.181818181818183,3.4,4490717,1501363,4490717,336803775,1605748,333015808,1.1246806838789143,FALSE
YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,0.0135940020146719,0.017944726734544884,Unknown Library,4337246,0,1540161,0,3035713,0,0,0.699917,,0.13,4337246,4337246,0,4337246,1,4337246,0,4337246,0,0,0,0,3035713,108875,0,1540161,0,322206417,322206417,0,322206417,321301128,0,225374682,2113193,0.006576986,74,74,0,75,75,0,33.5,0,0,0,0,0,0,0,100,0,0,0,0,69.99171824701665,2.510233452287465,0,5877407,0,1540161,0,0,0,3035713,0,5877407,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,5877407,4488169,74,3980048,88.68,74.15,24644,20877,22826,379,44,1395,0.63,0.01,1.4,0,1.07,357198,7.96,70400,1.57,0,1.41,0.38,0,63429,17094,39,73.52632264961503,4488169,48.95793838842833,9.090909090909092,3.4,4490717,1501363,4490717,336803775,1605748,333015808,1.1246806838789143,TRUE
YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0.0108222447585542,0.026251586162318388,Unknown Library,3976798,0,1142844,0,2815135,0,0,0.70789,,0.17,3976798,3976798,0,3976798,1,3976798,0,3976798,0,0,0,0,2815135,67625,0,1142844,0,295576722,295576722,0,295576722,294819334,0,209140837,1919765,0.006511666,74,74,0,75,75,0,33.5,0,0,0,0,0,0,0,100,0,0,0,0,70.78898651628772,1.7004886846151102,0,5119642,0,1142844,0,0,0,2815135,0,5119642,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,5119642,4092606,74,3573290,87.31,74.17,24417,21588,23191,228,28,970,0.62,0.02,1.4,0,1.07,403508,9.86,54850,1.34,0,1.29,0.2,0,52776,8182,40,75,4094068,51.428999984594114,18.181818181818183,3.4,4094068,1355992,4094068,307055100,1129898,303973302,1.0036628605094005,FALSE
YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0.0108222447585542,0.026251586162318388,Unknown Library,3976798,0,1142844,0,2815135,0,0,0.70789,,0.17,3976798,3976798,0,3976798,1,3976798,0,3976798,0,0,0,0,2815135,67625,0,1142844,0,295576722,295576722,0,295576722,294819334,0,209140837,1919765,0.006511666,74,74,0,75,75,0,33.5,0,0,0,0,0,0,0,100,0,0,0,0,70.78898651628772,1.7004886846151102,0,5119642,0,1142844,0,0,0,2815135,0,5119642,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,5119642,4092606,74,3573290,87.31,74.17,24417,21588,23191,228,28,970,0.62,0.02,1.4,0,1.07,403508,9.86,54850,1.34,0,1.29,0.2,0,52776,8182,40,73.59893036368514,4092606,49.51853721808786,9.090909090909092,3.4,4094068,1355992,4094068,307055100,1129898,303973302,1.0036628605094005,TRUE
YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,0.281530782027955,6.186755250003171e-5,Unknown Library,11650521,0,2418302,0,10216048,0,0,0.876875,,0.56,11650521,11650521,0,11650521,1,11650521,0,11650521,0,0,0,0,10216048,145277,0,2418302,0,866841311,866841311,0,866841311,865592980,0,760004988,1345287,0.00155418,74,74,0,75,75,0,34.7,0,0,0,0,0,0,0,100,0,0,0,0,87.68747766730776,1.2469571103300874,0,14068823,0,2418302,0,0,0,10216048,0,14068823,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,14068823,12002447,74,10775136,89.77,74.3,56406,53546,54215,709,77,1405,0.14,0,1.31,0,1.08,875385,7.29,183076,1.53,0,1.38,0.03,0,165257,3593,40,75,12166828,80.54449731766485,18.181818181818183,3.4,12166828,4231043,12166828,912512100,2444665,892847969,2.1549446851170524,FALSE
YGL035C_YGL209W_YKL038W_YBR033W_Minimal_HisMetLeu_Glucose_0.001_-1_none_2,0.281530782027955,6.186755250003171e-5,Unknown Library,11650521,0,2418302,0,10216048,0,0,0.876875,,0.56,11650521,11650521,0,11650521,1,11650521,0,11650521,0,0,0,0,10216048,145277,0,2418302,0,866841311,866841311,0,866841311,865592980,0,760004988,1345287,0.00155418,74,74,0,75,75,0,34.7,0,0,0,0,0,0,0,100,0,0,0,0,87.68747766730776,1.2469571103300874,0,14068823,0,2418302,0,0,0,10216048,0,14068823,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,14068823,12002447,74,10775136,89.77,74.3,56406,53546,54215,709,77,1405,0.14,0,1.31,0,1.08,875385,7.29,183076,1.53,0,1.38,0.03,0,165257,3593,40,73.70893735252487,12002447,79.10765794726883,18.181818181818183,3.4,12166828,4231043,12166828,912512100,2444665,892847969,2.1549446851170524,TRUE
YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_5,0.0415516341049824,0.22345268574120655,Unknown Library,19357960,0,6609533,0,16175584,0,0,0.835604,,0.36,19357960,19357960,0,19357960,1,19357960,0,19357960,0,0,0,0,16175584,433258,0,6609533,0,1437989950,1437989950,0,1437989950,1434570886,0,1201291286,8647640,0.006028032,74,74,0,75,75,0,33.6,0,0,0,0,0,0,0,100,0,0,0,0,83.56037516349863,2.2381387294942234,0,25967493,0,6609533,0,0,0,16175584,0,25967493,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,25967493,20001342,74,17451814,87.25,74.11,100134,87932,93726,441,105,5862,0.58,0.01,1.35,0,1.08,1906146,9.53,354230,1.77,0,1.28,0.17,0,255251,33901,40,75,20010709,67.48816242009987,18.181818181818183,3.4,20010709,6853911,20010709,1500803175,4073542,1485587198,1.0138555976868853,FALSE
YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_5,0.0415516341049824,0.22345268574120655,Unknown Library,19357960,0,6609533,0,16175584,0,0,0.835604,,0.36,19357960,19357960,0,19357960,1,19357960,0,19357960,0,0,0,0,16175584,433258,0,6609533,0,1437989950,1437989950,0,1437989950,1434570886,0,1201291286,8647640,0.006028032,74,74,0,75,75,0,33.6,0,0,0,0,0,0,0,100,0,0,0,0,83.56037516349863,2.2381387294942234,0,25967493,0,6609533,0,0,0,16175584,0,25967493,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,25967493,20001342,74,17451814,87.25,74.11,100134,87932,93726,441,105,5862,0.58,0.01,1.35,0,1.08,1906146,9.53,354230,1.77,0,1.28,0.17,0,255251,33901,40,73.60575635374866,20001342,65.44007300206458,18.181818181818183,3.4,20010709,6853911,20010709,1500803175,4073542,1485587198,1.0138555976868853,TRUE
YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0.0188053889095326,0.022440632184666687,Unknown Library,7245959,0,1872556,0,5703108,0,0,0.787074,,0.4,7245959,7245959,0,7245959,1,7245959,0,7245959,0,0,0,0,5703108,87257,0,1872556,0,539410893,539410893,0,539410893,538424331,0,424501751,690683,0.001282786,74,74,0,75,75,0,35,0,0,0,0,0,0,0,100,0,0,0,0,78.7074285129132,1.2042160326880127,0,9118515,0,1872556,0,0,0,5703108,0,9118515,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,9118515,7430493,74,6380725,85.87,74.32,60560,58235,58506,275,56,1723,0.11,0.01,1.38,0,1.06,865234,11.64,81668,1.1,0,1.28,0.1,0,95412,7454,41,75,7446791,70.83800232477282,18.181818181818183,3.4,7446791,2490426,7446791,558509325,717820,553056949,0.9762372365045114,FALSE
YGL209W_YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,0.0188053889095326,0.022440632184666687,Unknown Library,7245959,0,1872556,0,5703108,0,0,0.787074,,0.4,7245959,7245959,0,7245959,1,7245959,0,7245959,0,0,0,0,5703108,87257,0,1872556,0,539410893,539410893,0,539410893,538424331,0,424501751,690683,0.001282786,74,74,0,75,75,0,35,0,0,0,0,0,0,0,100,0,0,0,0,78.7074285129132,1.2042160326880127,0,9118515,0,1872556,0,0,0,5703108,0,9118515,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,9118515,7430493,74,6380725,85.87,74.32,60560,58235,58506,275,56,1723,0.11,0.01,1.38,0,1.06,865234,11.64,81668,1.1,0,1.28,0.1,0,95412,7454,41,73.72221627824695,7430493,69.72132036764658,18.181818181818183,3.4,7446791,2490426,7446791,558509325,717820,553056949,0.9762372365045114,TRUE
YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2,0.0158512806085097,0.006598315676824808,Unknown Library,6906740,0,1372313,0,5332128,0,0,0.772018,,0.29,6906740,6906740,0,6906740,1,6906740,0,6906740,0,0,0,0,5332128,81332,0,1372313,0,514063848,514063848,0,514063848,513408941,0,396783460,884023,0.001721869,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,77.20180577233253,1.177574369384109,0,8279053,0,1372313,0,0,0,5332128,0,8279053,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8279053,7021881,74,6413476,91.34,74.36,34384,32182,32414,524,30,1416,0.16,0.01,1.34,0,1.07,493264,7.02,58098,0.83,0,0.67,0.14,0,47184,9859,40,75,7028250,68.87618496393915,18.181818181818183,3.4,7028250,2320224,7028250,527118750,1129799,522399207,0.8953472059189699,FALSE
YGL035C_YKL038W_Minimal_HisMetLeu_Glucose_2_300_none_2,0.0158512806085097,0.006598315676824808,Unknown Library,6906740,0,1372313,0,5332128,0,0,0.772018,,0.29,6906740,6906740,0,6906740,1,6906740,0,6906740,0,0,0,0,5332128,81332,0,1372313,0,514063848,514063848,0,514063848,513408941,0,396783460,884023,0.001721869,74,74,0,75,75,0,34.6,0,0,0,0,0,0,0,100,0,0,0,0,77.20180577233253,1.177574369384109,0,8279053,0,1372313,0,0,0,5332128,0,8279053,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,8279053,7021881,74,6413476,91.34,74.36,34384,32182,32414,524,30,1416,0.16,0.01,1.34,0,1.07,493264,7.02,58098,0.83,0,0.67,0.14,0,47184,9859,40,73.70006640670783,7021881,67.31366315099297,18.181818181818183,3.4,7028250,2320224,7028250,527118750,1129799,522399207,0.8953472059189699,TRUE
YDR477W_Minimal_HisMetLeuUra_Glucose_2_300_cAMP_1,0.0141927115274802,2.3845756705615444,Unknown Library,8165940,0,3576553,0,6560688,0,0,0.803421,,0.4,8165940,8165940,0,8165940,1,8165940,0,8165940,0,0,0,0,6560688,125172,0,3576553,0,608056355,608056355,0,608056355,607059812,0,488505354,869538,0.001432376,74,74,0,75,75,0,35,0,0,0,0,0,0,0,100,0,0,0,0,80.342103909654,1.5328547601378408,0,11742493,0,3576553,0,0,0,6560688,0,11742493,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11742493,8324387,74,5833230,70.07,74.32,48342,40129,35991,358,1392,10601,0.12,0.01,1.38,0,1.09,2332710,28.02,68203,0.82,0,0.97,0.11,0,81052,9192,41,75,8331361,73.27879618177356,27.27272727272727,3.4,8331361,2762544,8331361,624852075,881827,619763232,0.8144076339988149,FALSE
YDR477W_Minimal_HisMetLeuUra_Glucose_2_300_cAMP_1,0.0141927115274802,2.3845756705615444,Unknown Library,8165940,0,3576553,0,6560688,0,0,0.803421,,0.4,8165940,8165940,0,8165940,1,8165940,0,8165940,0,0,0,0,6560688,125172,0,3576553,0,608056355,608056355,0,608056355,607059812,0,488505354,869538,0.001432376,74,74,0,75,75,0,35,0,0,0,0,0,0,0,100,0,0,0,0,80.342103909654,1.5328547601378408,0,11742493,0,3576553,0,0,0,6560688,0,11742493,0,100,"NA",0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,"NA","NA",0,0,0,0,11742493,8324387,74,5833230,70.07,74.32,48342,40129,35991,358,1392,10601,0.12,0.01,1.38,0,1.09,2332710,28.02,68203,0.82,0,0.97,0.11,0,81052,9192,42,73.75163600635098,8324387,72.31206253177925,36.36363636363637,3.4,8331361,2762544,8331361,624852075,881827,619763232,0.8144076339988149,TRUE
